source_schema_version,panel,row_type,dataset,dataset_id,method,result_layer,fold,source_key,metric,metric_direction,value,sd,n_records,n_effect_pairs,n_valid_effect_pairs,n_plotted,panel_c_seed,display_effect_min,display_effect_max,effect_formula,variance_ddof,folds,protocol_id,configuration,workflow_order,workflow_step,split_artifact_id,truth_artifact_id,prediction_artifact_id,prediction_audit_artifact_id,label_artifact_id,locations_artifact_id,detail_artifact_id,source_artifact_id
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Effect Spearman,higher,0.22723068337887603,0.12270249317851009,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Effect MAE,lower,0.65248846584095022,0.16847622029251946,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,3.3799999999999999,3.0094409271287499,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,11.1,8.2690719564173687,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Effect Spearman,higher,0.14797978945079035,0.11508474117439801,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Effect MAE,lower,0.44749744658480617,0.23483631419649265,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,0.40000000000000002,0.6998542122237652,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,2.8799999999999999,2.9804807172874725,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Effect Spearman,higher,0.13864649968568812,0.11570923126785206,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Effect MAE,lower,0.51250127699695569,0.15885354589306083,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Top-20 positive-effect overlap,higher,2,2.5872528966106905,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,B,fold_cell_type_metric_summary,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Top-50 positive-effect overlap,higher,6.2400000000000002,6.1397334250447919,50,NA,NA,NA,NA,NA,NA,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_b_records.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Effect Spearman,higher,0.72021066331544714,NA,NA,100000,100000,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,GeneSPT,validation_selected_readout_genespt57,NA,NA,Effect MAE,lower,0.71308375934902668,NA,NA,100000,100000,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Effect Spearman,higher,0.71330702372682231,NA,NA,100000,98340,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Tangram,raw_identity,NA,NA,Effect MAE,lower,0.70855110198162907,NA,NA,100000,98340,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Effect Spearman,higher,0.69752925091644336,NA,NA,100000,98340,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,TransImp,raw_identity,NA,NA,Effect MAE,lower,0.62372144904036708,NA,NA,100000,98340,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Effect Spearman,higher,0.70820079299302585,NA,NA,100000,100000,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaIM,raw_identity,NA,NA,Effect MAE,lower,0.69634702566613005,NA,NA,100000,100000,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Effect Spearman,higher,0.51051859166172209,NA,NA,100000,98130,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,SpaGE,raw_identity,NA,NA,Effect MAE,lower,0.65248599286426134,NA,NA,100000,98130,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Effect Spearman,higher,0.32145517021750181,NA,NA,100000,92420,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stPlus,raw_identity,NA,NA,Effect MAE,lower,0.44844925629205035,NA,NA,100000,92420,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Effect Spearman,higher,0.52339903750378658,NA,NA,100000,96220,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,C,all_effect_pairs_metric,seqFISH+ cortex/SVZ,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,stAI,raw_identity,NA,NA,Effect MAE,lower,0.51247850206092715,NA,NA,100000,96220,6000,20260712,-1.7475947539916667,2.1708719500938116,(mean_in-mean_out)/sqrt((var_in+var_out)/2),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/figures/figure6/protocol_a_figure6_panel_c_effects.csv,NA
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,GeneSPT,validation_selected_readout_genespt57,NA,NA,ARI,higher,0.41708246719004549,0.029970537131344802,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,GeneSPT,validation_selected_readout_genespt57,NA,NA,AMI,higher,0.57787693999301981,0.019552403221039499,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,GeneSPT,validation_selected_readout_genespt57,NA,NA,NMI,higher,0.58076015855066687,0.0195529475366624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,GeneSPT,validation_selected_readout_genespt57,NA,NA,homogeneity,higher,0.59017714485118433,0.022364157498274001,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,Tangram,raw_identity,NA,NA,ARI,higher,0.358445554050563,0.0476059390994523,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,Tangram,raw_identity,NA,NA,AMI,higher,0.54744220394838583,0.0363716781012852,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,Tangram,raw_identity,NA,NA,NMI,higher,0.55104957862198745,0.035826678515415003,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,Tangram,raw_identity,NA,NA,homogeneity,higher,0.58595791426046395,0.029015871226264599,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,TransImp,raw_identity,NA,NA,ARI,higher,0.42888576469937761,0.044151040185219599,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,TransImp,raw_identity,NA,NA,AMI,higher,0.5856690065191833,0.024522609660453401,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,TransImp,raw_identity,NA,NA,NMI,higher,0.58906879294257986,0.0243097058305679,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,TransImp,raw_identity,NA,NA,homogeneity,higher,0.61702545622273053,0.017174800020312901,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaIM,raw_identity,NA,NA,ARI,higher,0.34205713704641483,0.025236228903085699,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaIM,raw_identity,NA,NA,AMI,higher,0.54549483365961027,0.027342995783895398,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaIM,raw_identity,NA,NA,NMI,higher,0.549011132508193,0.0270241739570058,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaIM,raw_identity,NA,NA,homogeneity,higher,0.58127186344876569,0.027710361460725901,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaGE,raw_identity,NA,NA,ARI,higher,0.41040079610100461,0.074006692754055595,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaGE,raw_identity,NA,NA,AMI,higher,0.56113818840955243,0.031122715204643301,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaGE,raw_identity,NA,NA,NMI,higher,0.56472219684387892,0.030663216652377499,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,SpaGE,raw_identity,NA,NA,homogeneity,higher,0.60067257938699037,0.021604079014862401,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,stPlus,raw_identity,NA,NA,ARI,higher,0.43003348353306581,0.044073788909411098,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,stPlus,raw_identity,NA,NA,AMI,higher,0.59196430825260227,0.0249860791831856,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,stPlus,raw_identity,NA,NA,NMI,higher,0.59510018852076296,0.024722041235306799,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
protocol_a_figure6_source_v2,D,audited_five_fold_metric,MHPR/MERFISH,MHPR_current_panel,stPlus,raw_identity,NA,NA,homogeneity,higher,0.62358780138301007,0.031767399104477699,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,protocol_a_figure6d_mhpr_all154_pca30_k15_weighted_louvain_v1,all154; standardized PCA30; k15 Euclidean; seed0 weighted Louvain,NA,NA,NA,NA,NA,NA,NA,NA,NA,repository/results/protocol_a_full_rerun_20260711/downstream/figure6d_protocol_a_all154/protocol_a_figure6d_mhpr_all154_summary.csv
